Time,D/T,Wind Direction,Wind Speed,Temperature,Relative Humidity,PM 2.5,Atmospheric Pressure,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Smell Prediction,Hour,Date_Only
2026-03-09 21:17:00,2.06,315.0,0.0,32.27,50.08,46.83,1009.6,97.46,97.46,137.67,29.66,11.31,266.55,278.75,261.7,Ambient,21,2026-03-09
2026-03-09 21:18:00,1.97,315.0,0.0,32.31,50.02,47.0,1009.68,95.5,95.5,134.35,29.69,11.83,266.3,278.66,261.59,Ambient,21,2026-03-09
2026-03-09 21:19:00,1.25,315.0,0.0,32.3,49.93,45.5,1009.7,91.94,91.94,114.96,29.0,11.0,266.0,274.12,261.31,Ambient,21,2026-03-09
2026-03-09 21:20:00,0.98,315.0,0.0,32.31,49.87,45.83,1009.7,90.58,90.58,108.11,29.0,10.8,265.63,272.33,261.0,Ambient,21,2026-03-09
2026-03-09 21:21:00,0.88,315.0,0.0,32.31,49.96,45.33,1009.7,90.56,90.56,105.98,29.0,10.0,265.3,271.69,261.0,Ambient,21,2026-03-09
2026-03-09 21:22:00,0.95,315.0,0.0,32.29,50.01,46.8,1009.7,90.91,90.91,108.3,29.0,10.0,265.14,271.97,261.0,Ambient,21,2026-03-09
2026-03-09 21:23:00,0.93,317.23,0.09,32.3,49.96,46.17,1009.7,90.46,90.46,107.02,29.0,10.0,265.69,271.71,261.54,Ambient,21,2026-03-09
2026-03-09 21:24:00,1.06,322.5,0.0,32.28,50.05,45.83,1009.7,90.73,90.73,108.97,29.0,10.0,266.77,273.03,262.0,Ambient,21,2026-03-09
2026-03-09 21:25:00,0.9,322.5,0.0,32.29,50.21,46.0,1009.7,90.11,90.11,106.22,29.0,10.0,265.74,272.0,261.06,Ambient,21,2026-03-09
2026-03-09 21:26:00,0.8,322.5,0.0,32.29,50.04,45.67,1009.7,90.0,90.0,104.28,29.0,10.0,265.0,271.11,261.0,Ambient,21,2026-03-09
2026-03-09 21:27:00,0.8,322.5,0.0,32.29,50.0,46.67,1009.7,90.0,90.0,104.61,29.0,10.0,265.0,271.0,261.0,Ambient,21,2026-03-09
2026-03-09 21:28:00,1.51,322.5,0.0,32.26,49.99,47.67,1009.7,93.94,93.94,122.25,29.35,10.46,265.58,276.4,261.15,Ambient,21,2026-03-09
2026-03-09 21:29:00,1.32,322.5,0.0,32.25,50.08,47.83,1009.77,92.47,92.47,118.08,29.0,10.56,265.42,274.81,261.0,Ambient,21,2026-03-09
2026-03-09 21:30:00,1.22,322.5,0.0,32.27,50.08,47.33,1009.8,91.89,91.89,116.5,29.0,10.06,265.0,273.92,261.0,Ambient,21,2026-03-09
2026-03-09 21:31:00,1.53,322.5,0.0,32.27,50.1,46.5,1009.8,93.44,93.44,126.46,29.0,10.9,265.24,274.77,261.0,Ambient,21,2026-03-09
2026-03-09 21:32:00,2.55,322.5,0.0,32.31,50.34,45.67,1009.8,98.29,98.29,156.45,29.65,11.47,266.93,280.08,262.38,Ambient,21,2026-03-09
2026-03-09 21:33:00,3.12,322.5,0.0,32.33,50.66,46.17,1009.8,100.21,100.21,173.17,30.0,12.0,267.36,283.4,263.0,Ambient,21,2026-03-09
2026-03-09 21:34:00,3.12,322.5,0.0,32.34,50.67,46.0,1009.8,99.96,99.96,173.89,30.0,12.78,267.3,282.97,262.89,Ambient,21,2026-03-09
2026-03-09 21:35:00,3.4,288.93,0.1,32.32,50.75,46.67,1009.8,101.49,101.49,183.0,30.0,13.0,267.64,284.28,262.95,Ambient,21,2026-03-09
2026-03-09 21:36:00,3.32,220.67,0.09,32.32,50.66,47.17,1009.8,100.67,100.67,181.17,30.0,13.0,267.5,283.78,262.61,Ambient,21,2026-03-09
2026-03-09 21:37:00,3.3,219.8,0.0,32.31,50.63,46.0,1009.8,101.02,101.02,181.55,30.0,13.0,267.0,283.34,262.53,Ambient,21,2026-03-09
2026-03-09 21:38:00,3.41,219.8,0.0,32.33,50.66,47.0,1009.85,101.27,101.27,183.37,30.0,13.0,267.81,284.54,263.02,Ambient,21,2026-03-09
2026-03-09 21:39:00,3.34,219.8,0.0,32.33,50.54,46.0,1009.9,101.15,101.15,179.67,30.0,13.0,267.6,284.9,262.6,Ambient,21,2026-03-09
2026-03-09 21:40:00,2.81,219.8,0.0,32.33,50.34,46.67,1009.9,98.61,98.61,162.71,30.0,13.0,266.8,282.11,262.02,Ambient,21,2026-03-09
2026-03-09 21:41:00,2.87,219.86,0.11,32.34,50.3,47.0,1009.9,100.27,100.27,161.05,30.08,12.58,266.74,284.13,261.92,Ambient,21,2026-03-09
2026-03-09 21:42:00,3.12,216.2,0.0,32.35,50.46,45.33,1009.9,101.08,101.08,166.16,30.0,13.0,267.19,286.9,262.19,Ambient,21,2026-03-09
2026-03-09 21:43:00,3.08,216.2,0.0,32.35,50.47,46.33,1009.9,101.5,101.5,162.89,30.08,13.0,267.25,287.1,262.28,Ambient,21,2026-03-09
2026-03-09 21:44:00,3.03,216.2,0.0,32.37,50.37,46.5,1009.92,100.71,100.71,161.64,30.14,13.0,267.27,287.02,262.25,Ambient,21,2026-03-09
2026-03-09 21:45:00,3.08,216.2,0.0,32.38,50.31,46.0,1010.0,101.2,101.2,163.61,30.0,13.0,267.06,287.3,262.06,Ambient,21,2026-03-09
2026-03-09 21:46:00,3.24,217.67,0.09,32.39,50.24,46.33,1010.0,102.06,102.06,168.08,30.35,13.0,267.31,288.36,262.11,Ambient,21,2026-03-09
2026-03-09 21:47:00,3.07,225.0,0.09,32.39,50.01,46.5,1010.0,100.9,100.9,163.58,30.0,13.0,267.35,287.0,262.21,Ambient,21,2026-03-09
2026-03-09 21:48:00,3.4,221.83,0.09,32.41,50.22,47.83,1010.0,102.95,102.95,171.11,30.49,13.0,267.99,289.58,262.91,Ambient,21,2026-03-09
2026-03-09 21:49:00,3.14,226.27,0.09,32.42,50.16,47.33,1010.0,100.97,100.97,165.48,30.02,13.0,267.12,287.81,262.16,Ambient,21,2026-03-09
2026-03-09 21:50:00,3.4,228.17,0.09,32.41,50.09,47.17,1010.0,103.08,103.08,171.94,30.6,13.0,267.44,289.69,262.36,Ambient,21,2026-03-09
2026-03-09 21:51:00,2.81,221.27,0.11,32.42,49.94,47.67,1010.0,99.55,99.55,152.91,30.23,12.69,266.7,287.32,261.59,Ambient,21,2026-03-09
2026-03-09 21:52:00,2.52,223.05,0.0,32.41,49.74,46.83,1010.0,98.85,98.85,146.1,30.0,12.0,266.22,284.74,261.24,Ambient,21,2026-03-09
2026-03-09 21:53:00,2.31,225.0,0.0,32.39,49.75,45.83,1010.0,97.21,97.21,143.42,29.99,12.0,266.11,281.86,261.1,Ambient,21,2026-03-09
2026-03-09 21:54:00,1.87,225.0,0.0,32.42,49.71,46.5,1010.08,95.17,95.17,132.35,29.38,11.74,265.37,278.79,260.67,Ambient,21,2026-03-09
2026-03-09 21:55:00,1.77,225.0,0.0,32.38,49.81,46.67,1010.1,95.41,95.41,129.78,29.07,11.21,265.5,277.83,260.89,Ambient,21,2026-03-09
2026-03-09 21:56:00,2.23,225.0,0.0,32.41,49.95,46.17,1010.1,97.98,97.98,142.11,30.0,12.0,266.0,280.34,261.0,Ambient,21,2026-03-09
2026-03-09 21:57:00,2.26,225.0,0.0,32.39,50.0,45.83,1010.1,97.69,97.69,142.64,30.0,12.0,266.0,280.65,261.0,Ambient,21,2026-03-09
2026-03-09 21:58:00,2.16,225.0,0.0,32.38,49.81,45.5,1010.1,96.88,96.88,140.25,29.69,12.0,265.77,280.3,260.84,Ambient,21,2026-03-09
2026-03-09 21:59:00,1.76,225.0,0.0,32.35,49.75,45.33,1010.13,95.27,95.27,130.03,29.0,11.48,265.0,277.72,260.37,Ambient,21,2026-03-09
2026-03-09 22:00:00,1.69,225.0,0.0,32.35,49.7,44.67,1010.2,94.98,94.98,129.97,29.0,11.0,265.0,276.67,260.0,Ambient,22,2026-03-09
2026-03-09 22:01:00,1.71,225.0,0.0,32.35,49.78,45.17,1010.2,94.88,94.88,129.75,29.08,11.0,265.31,277.06,260.65,Ambient,22,2026-03-09
2026-03-09 22:02:00,1.73,225.0,0.0,32.39,49.73,45.67,1010.2,95.3,95.3,130.21,29.0,11.0,265.0,277.27,260.38,Ambient,22,2026-03-09
2026-03-09 22:03:00,1.75,225.0,0.0,32.36,49.82,46.67,1010.2,95.67,95.67,130.28,29.02,11.0,265.09,277.63,260.49,Ambient,22,2026-03-09
2026-03-09 22:04:00,2.07,225.0,0.0,32.36,50.09,46.83,1010.2,96.86,96.86,138.54,29.87,11.42,265.78,279.16,261.13,Ambient,22,2026-03-09
2026-03-09 22:05:00,1.79,225.0,0.0,32.31,49.87,47.33,1010.22,95.06,95.06,131.53,29.41,11.72,265.17,277.51,260.47,Ambient,22,2026-03-09
2026-03-09 22:06:00,1.16,225.0,0.0,32.28,49.29,46.33,1010.25,92.4,92.4,117.09,29.0,11.0,263.79,273.04,259.04,Ambient,22,2026-03-09
2026-03-09 22:07:00,1.22,273.63,0.17,32.27,49.05,46.17,1010.23,92.27,92.27,116.63,28.99,11.0,265.19,273.4,260.2,Ambient,22,2026-03-09
2026-03-09 22:08:00,1.03,315.0,0.0,32.29,48.89,46.17,1010.22,92.17,92.17,116.61,28.78,10.97,263.03,271.13,258.11,Ambient,22,2026-03-09
2026-03-09 22:09:00,1.18,315.0,0.0,32.29,49.22,47.33,1010.2,93.0,93.0,120.08,29.0,11.0,263.08,272.12,258.98,Ambient,22,2026-03-09
2026-03-09 22:10:00,1.31,315.0,0.0,32.27,49.44,47.83,1010.2,93.83,93.83,122.56,29.0,11.0,263.96,273.0,259.0,Ambient,22,2026-03-09
2026-03-09 22:11:00,1.6,315.0,0.0,32.26,50.04,45.67,1010.28,95.06,95.06,129.5,29.0,11.0,264.58,274.86,260.11,Ambient,22,2026-03-09
2026-03-09 22:12:00,1.86,315.0,0.0,32.26,50.11,45.67,1010.3,95.99,95.99,135.45,29.0,11.0,265.75,276.8,261.0,Ambient,22,2026-03-09
2026-03-09 22:13:00,1.81,315.0,0.0,32.29,50.04,45.5,1010.3,95.37,95.37,133.09,29.0,11.0,265.8,277.11,261.0,Ambient,22,2026-03-09
2026-03-09 22:14:00,1.76,315.0,0.0,32.28,50.19,47.5,1010.3,94.94,94.94,129.76,29.19,11.0,266.27,277.2,261.42,Ambient,22,2026-03-09
2026-03-09 22:15:00,2.48,315.0,0.0,32.24,51.35,47.17,1010.3,98.86,98.86,149.42,30.0,11.94,267.36,280.82,262.84,Ambient,22,2026-03-09
2026-03-09 22:16:00,2.45,315.0,0.0,32.2,50.73,47.17,1010.3,98.0,98.0,147.28,29.85,12.0,267.24,281.5,262.78,Ambient,22,2026-03-09
2026-03-09 22:17:00,2.54,315.0,0.0,32.17,50.78,47.17,1010.3,96.32,96.32,137.29,29.51,12.0,273.81,284.77,267.75,Ambient,22,2026-03-09
2026-03-09 22:18:00,2.49,315.0,0.0,32.15,51.56,48.0,1010.3,98.14,98.14,143.81,30.0,12.0,269.17,282.87,263.78,Ambient,22,2026-03-09
2026-03-09 22:19:00,2.61,315.0,0.0,32.12,51.67,47.33,1010.3,99.14,99.14,149.58,30.0,12.41,268.56,282.31,263.63,Ambient,22,2026-03-09
2026-03-09 22:20:00,2.31,315.0,0.0,32.07,51.41,46.67,1010.3,97.9,97.9,143.95,30.0,12.0,267.15,280.14,262.55,Ambient,22,2026-03-09
2026-03-09 22:21:00,2.17,315.0,0.0,32.07,51.3,46.17,1010.3,97.04,97.04,139.34,30.0,12.0,267.11,279.17,262.67,Ambient,22,2026-03-09
2026-03-09 22:22:00,1.99,315.0,0.0,32.05,51.44,46.17,1010.32,96.96,96.96,135.68,29.74,12.0,266.41,277.72,261.63,Ambient,22,2026-03-09
2026-03-09 22:23:00,2.5,315.0,0.0,32.05,51.9,46.0,1010.4,99.99,99.99,147.59,30.0,12.58,267.99,280.58,263.31,Ambient,22,2026-03-09
2026-03-09 22:24:00,2.37,333.0,0.69,32.0,51.5,47.67,1010.4,98.98,98.98,144.48,30.0,13.0,267.1,280.06,262.33,Ambient,22,2026-03-09
2026-03-09 22:25:00,1.88,335.38,0.7,31.97,50.97,47.33,1010.4,96.14,96.14,133.12,29.73,12.06,265.86,277.27,261.13,Ambient,22,2026-03-09
2026-03-09 22:26:00,1.65,325.0,0.66,31.95,50.78,47.0,1010.4,95.5,95.5,128.8,29.0,12.0,265.0,275.53,260.1,Ambient,22,2026-03-09
2026-03-09 22:27:00,1.77,315.0,0.0,31.94,50.9,47.17,1010.4,96.47,96.47,132.86,29.22,12.0,264.97,275.64,260.35,Ambient,22,2026-03-09
2026-03-09 22:28:00,1.98,315.0,0.0,31.94,50.65,46.33,1010.4,97.4,97.4,141.0,29.43,12.0,264.86,276.13,260.14,Ambient,22,2026-03-09
2026-03-09 22:29:00,2.02,315.0,0.0,31.97,50.67,47.33,1010.4,97.77,97.77,142.19,29.42,12.0,265.06,276.1,260.35,Ambient,22,2026-03-09
2026-03-09 22:30:00,2.22,315.0,0.0,31.98,50.67,47.0,1010.4,98.39,98.39,148.2,29.81,12.0,265.26,277.41,260.45,Ambient,22,2026-03-09
2026-03-09 22:31:00,1.94,315.0,0.0,31.98,50.52,47.17,1010.4,97.13,97.13,140.24,29.2,12.0,264.91,275.84,260.13,Ambient,22,2026-03-09
2026-03-09 22:32:00,1.89,317.27,0.11,31.99,50.09,46.67,1010.4,97.08,97.08,138.53,29.05,12.0,264.8,275.55,259.86,Ambient,22,2026-03-09
2026-03-09 22:33:00,1.82,318.8,0.0,31.97,50.09,46.83,1010.4,97.31,97.31,138.61,29.0,12.0,264.0,274.84,259.1,Ambient,22,2026-03-09
2026-03-09 22:34:00,1.94,318.8,0.0,31.98,50.4,46.17,1010.47,97.52,97.52,141.45,29.0,12.0,264.48,275.31,259.8,Ambient,22,2026-03-09
2026-03-09 22:35:00,1.95,331.5,0.09,32.0,50.26,47.17,1010.5,97.66,97.66,140.78,29.22,12.0,264.74,275.7,259.78,Ambient,22,2026-03-09
2026-03-09 22:36:00,2.22,322.5,0.0,31.99,50.34,46.17,1010.5,99.55,99.55,148.23,29.35,12.13,265.14,277.17,260.14,Ambient,22,2026-03-09
2026-03-09 22:37:00,2.58,322.5,0.0,32.01,50.16,46.67,1010.5,100.9,100.9,157.69,29.97,13.0,264.85,279.87,259.74,Ambient,22,2026-03-09
2026-03-09 22:38:00,2.08,322.5,0.0,32.0,49.9,46.17,1010.5,98.6,98.6,145.59,29.58,12.17,264.0,276.44,259.0,Ambient,22,2026-03-09
2026-03-09 22:39:00,2.0,351.3,0.1,32.0,49.62,46.67,1010.5,98.55,98.55,144.62,29.34,12.0,263.58,275.67,258.6,Ambient,22,2026-03-09
2026-03-09 22:40:00,1.78,121.28,0.11,32.03,49.18,46.17,1010.5,97.49,97.49,139.69,29.11,12.0,262.56,274.19,257.67,Ambient,22,2026-03-09
2026-03-09 22:41:00,1.78,315.0,0.0,32.01,49.17,45.8,1010.5,97.77,97.77,139.61,29.0,12.0,263.05,273.8,258.24,Ambient,22,2026-03-09
2026-03-09 22:42:00,1.64,315.0,0.0,32.03,49.01,45.5,1010.5,97.0,97.0,136.88,29.0,12.0,262.36,272.9,257.2,Ambient,22,2026-03-09
2026-03-09 22:43:00,1.81,315.0,0.0,32.01,48.93,45.83,1010.5,98.29,98.29,142.69,29.06,12.0,262.13,273.44,257.35,Ambient,22,2026-03-09
2026-03-09 22:44:00,2.54,315.0,0.0,32.01,49.54,47.17,1010.5,102.24,102.24,164.48,29.72,12.48,263.25,276.96,258.23,Ambient,22,2026-03-09
2026-03-09 22:45:00,3.45,296.45,0.11,32.04,50.45,47.83,1010.5,106.33,106.33,188.95,30.16,13.42,265.08,282.74,260.08,Ambient,22,2026-03-09
2026-03-09 22:46:00,4.68,212.95,0.31,31.99,51.79,47.5,1010.5,111.12,111.12,220.84,31.0,14.88,267.94,292.02,262.85,Ambient,22,2026-03-09
2026-03-09 22:47:00,5.09,225.0,0.0,31.98,52.04,48.33,1010.5,112.38,112.38,229.49,31.89,16.0,269.0,295.88,263.49,Ambient,22,2026-03-09
2026-03-09 22:48:00,5.08,223.95,0.31,31.98,51.57,48.0,1010.5,112.09,112.09,228.84,31.73,16.0,268.81,296.54,263.19,Ambient,22,2026-03-09
2026-03-09 22:49:00,4.96,208.73,0.56,31.97,50.97,47.0,1010.5,110.61,110.61,221.62,31.41,16.0,269.76,296.9,263.95,Ambient,22,2026-03-09
2026-03-09 22:50:00,4.42,205.23,0.58,31.95,50.76,48.17,1010.5,108.71,108.71,211.67,31.0,15.14,267.06,291.8,261.58,Ambient,22,2026-03-09
2026-03-09 22:51:00,4.34,212.57,0.33,31.95,50.59,47.83,1010.5,109.01,109.01,208.19,31.03,15.0,266.75,291.74,261.17,Ambient,22,2026-03-09
2026-03-09 22:52:00,4.4,218.98,0.1,31.94,50.88,46.0,1010.5,109.99,109.99,210.47,31.0,15.32,266.7,291.69,261.38,Ambient,22,2026-03-09
2026-03-09 22:53:00,4.56,220.5,0.22,31.96,51.02,47.2,1010.5,110.61,110.61,216.77,31.0,16.0,267.0,291.48,261.69,Ambient,22,2026-03-09
2026-03-09 22:54:00,4.83,204.88,0.67,31.98,52.04,48.33,1010.5,114.03,114.03,220.25,31.95,16.16,267.81,294.04,262.28,Ambient,22,2026-03-09
2026-03-09 22:55:00,4.91,204.05,0.44,31.95,52.53,48.5,1010.5,115.42,115.42,218.78,32.0,17.0,268.2,295.15,263.22,Ambient,22,2026-03-09
2026-03-09 22:56:00,5.33,217.83,0.26,31.9,52.22,49.0,1010.5,116.72,116.72,232.36,32.28,17.02,268.53,298.55,263.0,Ambient,22,2026-03-09
2026-03-09 22:57:00,5.33,199.96,0.24,31.88,53.31,49.6,1010.5,116.82,116.82,230.26,32.81,18.0,269.31,297.76,264.19,Ambient,22,2026-03-09
2026-03-09 22:58:00,5.29,208.8,0.68,31.86,54.07,49.67,1010.52,117.61,117.61,224.67,33.0,18.0,269.97,298.3,264.91,Ambient,22,2026-03-09
2026-03-09 22:59:00,5.44,222.58,0.0,31.83,54.37,50.0,1010.58,118.53,118.53,226.12,33.02,18.08,270.81,300.28,266.08,Ambient,22,2026-03-09
2026-03-09 23:00:00,5.97,202.53,0.55,31.87,54.57,49.83,1010.6,122.45,122.45,231.79,34.1,19.0,272.12,308.35,266.5,Ambient,23,2026-03-09
2026-03-09 23:01:00,5.77,204.43,0.4,31.87,54.84,49.5,1010.6,121.05,121.05,226.27,34.0,19.0,271.74,306.08,266.55,Ambient,23,2026-03-09
2026-03-09 23:02:00,5.9,211.78,0.66,31.89,55.0,49.17,1010.6,122.41,122.41,232.19,34.0,19.09,272.0,306.03,267.0,Ambient,23,2026-03-09
2026-03-09 23:03:00,5.72,209.53,0.61,31.88,55.22,49.5,1010.6,121.0,121.0,227.63,34.0,19.39,271.52,303.95,266.99,Ambient,23,2026-03-09
2026-03-09 23:04:00,5.71,196.73,0.42,31.86,55.35,49.5,1010.6,121.17,121.17,228.31,34.0,19.0,271.62,303.32,267.0,Ambient,23,2026-03-09
2026-03-09 23:05:00,5.83,191.94,1.21,31.82,55.33,50.0,1010.6,122.58,122.58,232.3,34.0,19.94,271.61,303.59,266.88,Ambient,23,2026-03-09
2026-03-09 23:06:00,5.95,206.47,0.58,31.78,55.46,50.17,1010.6,123.0,123.0,236.89,34.0,20.0,271.79,304.0,266.86,Ambient,23,2026-03-09
2026-03-09 23:07:00,5.98,199.95,0.73,31.78,55.38,50.67,1010.6,123.39,123.39,237.85,34.29,20.0,271.63,304.27,266.49,Ambient,23,2026-03-09
2026-03-09 23:08:00,6.01,208.03,0.81,31.77,55.29,50.83,1010.6,123.88,123.88,237.77,34.89,20.0,271.77,304.42,266.77,Ambient,23,2026-03-09
2026-03-09 23:09:00,5.95,198.55,0.79,31.78,55.32,49.83,1010.6,123.7,123.7,236.67,34.94,20.0,271.25,304.14,266.21,Ambient,23,2026-03-09
2026-03-09 23:10:00,6.09,199.77,0.4,31.79,55.36,51.33,1010.6,124.58,124.58,238.56,35.0,20.44,272.0,305.63,267.0,Ambient,23,2026-03-09
2026-03-09 23:11:00,6.13,198.9,0.46,31.8,55.41,51.83,1010.6,124.51,124.51,238.32,35.0,20.87,272.0,306.49,267.0,Ambient,23,2026-03-09
2026-03-09 23:12:00,5.26,182.83,1.01,31.77,55.61,48.67,1010.6,117.96,117.96,212.27,34.22,19.42,271.2,301.28,266.16,Ambient,23,2026-03-09
2026-03-09 23:13:00,4.5,189.7,1.19,31.76,55.79,48.5,1010.6,113.53,113.53,188.55,33.85,18.2,270.15,296.82,266.0,Ambient,23,2026-03-09
2026-03-09 23:14:00,4.43,184.85,1.12,31.72,55.9,48.67,1010.6,114.02,114.02,186.67,33.94,17.05,270.05,296.46,266.0,Ambient,23,2026-03-09
2026-03-09 23:15:00,5.1,202.77,0.72,31.71,56.01,48.5,1010.6,117.58,117.58,209.56,34.0,18.0,271.0,299.53,266.0,Ambient,23,2026-03-09
2026-03-09 23:16:00,4.95,193.88,1.36,31.72,56.02,49.0,1010.6,115.47,115.47,206.19,33.77,18.0,270.73,298.65,266.0,Ambient,23,2026-03-09
2026-03-09 23:17:00,4.06,184.92,1.13,31.68,56.15,48.5,1010.6,110.02,110.02,178.13,33.0,17.05,270.0,293.63,265.95,Ambient,23,2026-03-09
2026-03-09 23:18:00,4.22,211.37,0.8,31.67,56.29,48.83,1010.6,111.64,111.64,181.27,33.0,16.99,270.0,295.27,266.0,Ambient,23,2026-03-09
2026-03-09 23:19:00,4.56,223.32,0.12,31.67,56.26,48.67,1010.6,113.63,113.63,193.62,33.0,17.0,270.26,296.94,266.0,Ambient,23,2026-03-09
2026-03-09 23:20:00,4.49,208.22,0.64,31.69,56.09,48.67,1010.6,113.24,113.24,193.03,33.0,17.0,270.0,295.8,266.0,Ambient,23,2026-03-09
2026-03-09 23:21:00,4.66,207.25,0.26,31.69,56.13,48.17,1010.63,113.92,113.92,199.59,33.0,17.0,270.0,296.32,266.0,Ambient,23,2026-03-09
2026-03-09 23:22:00,4.41,195.73,1.31,31.69,56.33,47.83,1010.68,111.97,111.97,191.24,33.0,17.0,270.0,294.95,266.0,Ambient,23,2026-03-09
2026-03-09 23:23:00,3.93,187.73,1.73,31.67,56.59,47.5,1010.7,108.22,108.22,176.02,32.74,16.08,270.0,292.64,266.0,Ambient,23,2026-03-09
2026-03-09 23:24:00,3.2,190.3,1.44,31.63,56.8,46.17,1010.7,103.39,103.39,155.38,32.0,15.3,269.2,288.41,265.4,Ambient,23,2026-03-09
2026-03-09 23:25:00,3.2,192.13,1.55,31.6,56.92,48.5,1010.7,104.13,104.13,155.92,32.0,15.0,269.0,288.25,265.31,Ambient,23,2026-03-09
2026-03-09 23:26:00,3.28,202.36,1.09,31.57,57.14,49.8,1010.7,104.48,104.48,157.72,32.0,15.0,269.52,288.53,265.86,Ambient,23,2026-03-09
2026-03-09 23:27:00,3.65,206.93,0.66,31.56,57.23,49.5,1010.7,106.14,106.14,169.89,32.0,15.0,270.0,290.57,266.0,Ambient,23,2026-03-09
2026-03-09 23:28:00,3.53,206.7,0.49,31.54,57.32,47.5,1010.7,105.58,105.58,165.7,32.0,15.0,270.0,290.0,266.0,Ambient,23,2026-03-09
2026-03-09 23:29:00,3.63,208.05,0.53,31.58,57.47,48.33,1010.7,106.02,106.02,168.56,32.0,15.0,270.0,290.77,266.0,Ambient,23,2026-03-09
2026-03-09 23:30:00,3.16,199.6,1.18,31.56,57.77,47.83,1010.7,103.13,103.13,152.13,32.0,15.0,270.0,288.88,266.0,Ambient,23,2026-03-09
2026-03-09 23:31:00,3.47,199.85,0.71,31.56,57.81,48.67,1010.7,105.44,105.44,161.12,32.0,14.81,270.28,291.07,266.45,Ambient,23,2026-03-09
2026-03-09 23:32:00,3.32,191.55,1.28,31.56,58.16,46.83,1010.7,103.1,103.1,156.84,31.82,14.64,270.27,290.6,266.44,Ambient,23,2026-03-09
2026-03-09 23:33:00,2.9,197.85,0.69,31.53,58.2,47.0,1010.7,101.11,101.11,145.55,31.24,14.0,270.0,287.7,266.19,Ambient,23,2026-03-09
2026-03-09 23:34:00,3.57,212.05,0.21,31.53,58.35,47.83,1010.7,105.17,105.17,165.16,32.0,14.74,270.2,291.32,266.95,Ambient,23,2026-03-09
2026-03-09 23:35:00,3.58,191.68,0.97,31.51,58.45,46.33,1010.7,104.98,104.98,163.65,32.0,15.0,271.0,291.71,267.0,Ambient,23,2026-03-09
2026-03-09 23:36:00,3.63,191.75,0.91,31.53,59.02,46.83,1010.7,105.48,105.48,163.13,32.0,15.0,271.0,292.74,267.5,Ambient,23,2026-03-09
2026-03-09 23:37:00,3.61,194.43,1.18,31.5,59.27,47.17,1010.7,104.75,104.75,161.75,32.0,15.0,271.3,293.1,268.0,Ambient,23,2026-03-09
2026-03-09 23:38:00,3.64,197.98,0.86,31.49,59.4,46.33,1010.7,104.99,104.99,161.24,32.1,14.8,271.5,294.22,267.88,Ambient,23,2026-03-09
2026-03-09 23:39:00,4.18,197.3,0.63,31.48,59.46,47.67,1010.7,107.91,107.91,176.55,32.22,15.0,272.11,298.36,268.2,Ambient,23,2026-03-09
2026-03-09 23:40:00,4.17,187.2,1.21,31.49,59.66,48.0,1010.7,106.67,106.67,174.58,32.38,15.36,272.1,299.05,268.33,Ambient,23,2026-03-09
2026-03-09 23:41:00,3.07,186.1,0.91,31.48,59.81,46.17,1010.7,99.88,99.88,146.53,31.02,14.25,271.0,290.54,268.0,Ambient,23,2026-03-09
2026-03-09 23:42:00,3.04,198.6,1.22,31.45,59.86,46.5,1010.7,100.11,100.11,146.24,31.0,14.0,271.0,290.02,268.0,Ambient,23,2026-03-09
2026-03-09 23:43:00,2.81,190.82,1.15,31.43,60.34,46.67,1010.7,98.21,98.21,139.18,31.0,13.47,271.0,289.15,268.0,Ambient,23,2026-03-09
2026-03-09 23:44:00,2.76,195.87,1.28,31.38,60.5,46.17,1010.7,98.49,98.49,135.6,31.07,13.0,271.18,289.78,268.09,Ambient,23,2026-03-09
2026-03-09 23:45:00,3.5,185.83,1.55,31.37,60.77,45.5,1010.7,102.97,102.97,142.82,31.92,13.45,272.85,300.86,268.97,Ambient,23,2026-03-09
2026-03-09 23:46:00,3.11,193.98,1.72,31.34,61.15,45.33,1010.72,99.68,99.68,140.93,31.0,13.0,272.0,294.49,268.92,Ambient,23,2026-03-09
2026-03-09 23:47:00,2.89,191.12,1.22,31.31,61.62,44.6,1010.8,97.63,97.63,135.85,30.8,13.0,271.99,292.5,269.0,Ambient,23,2026-03-09
2026-03-09 23:48:00,2.71,185.63,1.33,31.28,61.68,44.33,1010.8,96.53,96.53,133.4,30.55,13.0,271.71,290.23,268.8,Ambient,23,2026-03-09
2026-03-09 23:49:00,2.43,185.68,1.85,31.25,61.93,45.33,1010.8,95.0,95.0,127.28,30.0,12.84,271.1,288.13,268.46,Ambient,23,2026-03-09
2026-03-09 23:50:00,2.16,193.92,1.47,31.23,62.0,46.0,1010.8,93.35,93.35,121.08,30.0,12.0,271.0,286.16,268.0,Ambient,23,2026-03-09
2026-03-09 23:51:00,2.35,197.77,1.31,31.21,62.21,45.83,1010.8,94.73,94.73,126.82,30.0,12.0,271.0,286.72,268.72,Ambient,23,2026-03-09
2026-03-09 23:52:00,2.47,191.7,1.23,31.23,62.19,46.0,1010.8,94.96,94.96,131.96,30.0,12.53,271.0,287.01,268.19,Ambient,23,2026-03-09
2026-03-09 23:53:00,2.17,199.0,1.58,31.22,62.33,45.17,1010.77,93.0,93.0,123.56,30.0,12.0,271.0,285.02,268.0,Ambient,23,2026-03-09
